dataset_id,table_id
cpool,smooth_mau20210616
cpool,smooth_mau20210617
cpool,smooth_mau20210618
cpool,smooth_mau20210619
cpool,smooth_mau20210620
cpool,smooth_mau20210621
cpool,smooth_mau20210622
cpool,smooth_mau20210623
cpool,smooth_mau20210624
cpool,smooth_mau20210625
cpool,smooth_mau20210626
cpool,smooth_mau20210627
cpool,smooth_mau20210628
cpool,smooth_mau20210629
cpool,smooth_mau20210630
cpool,smooth_mau20210701
cpool,smooth_mau20210702
cpool,smooth_mau20210703
cpool,smooth_mau20210704
cpool,smooth_mau20210705
cpool,smooth_mau20210706
cpool,smooth_mau20210707
cpool,smooth_mau20210708
cpool,smooth_mau20210709
cpool,smooth_mau20210710
cpool,smooth_mau20210711
cpool,smooth_mau20210712
cpool,smooth_mau20210713
cpool,smooth_mau20210714
cpool,smooth_mau20210715
cpool,smooth_mau20210716
cpool,smooth_mau20210717
cpool,smooth_mau20210718
cpool,smooth_mau20210719
cpool,smooth_mau20210720
cpool,smooth_mau20210721
cpool,smooth_mau20210722
cpool,smooth_mau20210723
cpool,smooth_mau20210724
cpool,smooth_mau20210725
cpool,smooth_mau20210726
cpool,smooth_mau20210727
cpool,smooth_mau20210728
cpool,smooth_mau20210729
cpool,smooth_mau20210730
cpool,smooth_mau20210731
cpool,smooth_mau20210801
cpool,smooth_mau20210802
cpool,smooth_mau20210803
cpool,smooth_mau20210804
cpool,smooth_mau20210805
cpool,smooth_mau20210806
cpool,smooth_mau20210807
cpool,smooth_mau20210808
cpool,smooth_mau20210809
cpool,smooth_mau20210810
cpool,smooth_mau20210811
cpool,smooth_mau20210812
cpool,smooth_mau20210813
cpool,smooth_mau20210814
cpool,smooth_mau20210815
cpool,smooth_mau20210816
cpool,smooth_mau20210817
cpool,smooth_mau20210818
cpool,smooth_mau20210819
cpool,smooth_mau20210820
cpool,smooth_mau20210821
cpool,smooth_mau20210822
cpool,smooth_mau20210823
cpool,smooth_mau20210824
cpool,smooth_mau20210825
cpool,smooth_mau20210826
cpool,smooth_mau20210827
cpool,smooth_mau20210828
cpool,smooth_mau20210829
cpool,smooth_mau20210830
cpool,smooth_mau20210831
cpool,smooth_mau20210901
cpool,smooth_mau20210902
cpool,smooth_mau20210903
cpool,smooth_mau20210904
cpool,smooth_mau20210905
cpool,smooth_mau20210906
cpool,smooth_mau20210907
cpool,smooth_mau20210908
cpool,smooth_mau20210909
cpool,smooth_mau20210910
cpool,smooth_mau20210911
cpool,smooth_mau20210912
cpool,smooth_mau20210913
cpool,smooth_mau20210914
cpool,smooth_mau20210915
cpool,smooth_mau20210916
cpool,smooth_mau20210917
cpool,smooth_mau20210918
cpool,smooth_mau20210919
cpool,smooth_mau20210920
cpool,smooth_mau20210921
cpool,smooth_mau20210922
cpool,smooth_mau20210923
cpool,smooth_mau20210924
cpool,smooth_mau20210925
cpool,smooth_mau20210926
cpool,smooth_mau20210927
cpool,smooth_mau20210928
cpool,smooth_mau20210929
cpool,smooth_mau20210930
cpool,smooth_mau20211001
cpool,smooth_mau20211002
cpool,smooth_mau20211003
cpool,smooth_mau20211004
cpool,smooth_mau20211005
cpool,smooth_mau20211006
cpool,smooth_mau20211007
cpool,smooth_mau20211008
cpool,smooth_mau20211009
cpool,smooth_mau20211010
cpool,smooth_mau20211011
cpool,smooth_mau20211012
cpool,smooth_mau20211013
cpool,smooth_mau20211014
cpool,smooth_mau20211015
cpool,smooth_mau20211016
cpool,smooth_mau20211017
cpool,smooth_mau20211018
cpool,smooth_mau20211019
cpool,smooth_mau20211020
cpool,smooth_mau20211021
cpool,smooth_mau20211022
cpool,smooth_mau20211023
cpool,smooth_mau20211024
